24,25,26,27,20,21,22,23,28,29,0,4,8,59,58,55,54,57,56,51,50,53,52,88,82,83,80,81,86,87,84,85,3,7,39,38,33,32,31,30,37,36,35,34,60,61,62,63,64,65,66,67,68,69,2,6,11,10,13,12,15,14,17,16,19,18,48,49,46,47,44,45,42,43,40,41,1,5,9,77,76,75,74,73,72,71,70,79,78
1190,1096,946,1194,1036,1039,844,1069,876,872,1223,781,1258,258,394,803,508,482,459,634,746,554,428,95,33,4,67,58,19,10,27,10,1006,1221,684,751,694,982,925,1328,796,680,756,837,441,235,293,319,303,425,249,258,195,151,946,1128,1175,1092,1003,1250,1184,854,899,1102,989,825,509,690,729,647,659,851,1066,804,921,825,1076,1008,1030,71,99,255,98,88,130,123,124,75,31
