24,25,26,27,20,21,22,23,28,29,0,4,8,59,58,55,54,57,56,51,50,53,52,88,82,83,80,81,86,87,84,85,3,7,39,38,33,32,31,30,37,36,35,34,60,61,62,63,64,65,66,67,68,69,2,6,11,10,13,12,15,14,17,16,19,18,48,49,46,47,44,45,42,43,40,41,1,5,9,77,76,75,74,73,72,71,70,79,78
596,543,449,474,421,520,472,454,403,350,621,595,574,217,232,242,201,230,196,192,336,360,252,61,22,33,26,6,15,11,21,10,629,1004,435,418,383,431,429,531,338,320,355,427,192,107,140,218,176,200,187,153,93,110,647,647,601,672,798,605,547,682,592,605,526,478,349,279,401,297,372,380,481,417,302,340,545,705,629,46,24,66,56,32,104,83,104,11,20
